ID,Name,Category,Type,Rating,Download Link,Download Size,Download OS
162,Kick me too,Drumsynths,5 voice drum synth,3.444,https://plugins4free.com/get_plug/kmt.zip,3.2,Windows x86
165,Drumatic VE,Drum_machines,Roland TR style,2.889,https://plugins4free.com/get_plug/drumatic_ve_1_01.zip,1.7,Windows x86
172,Psy Drums,Drumsynths,10 voice drum synth,3.25,https://plugins4free.com/get_plug/psydrum.zip,1.3,Windows x86
195,SoloString,Guitar/Bass,Guitar,3.667,https://plugins4free.com/get_plug/solostring.zip,null,Windows x86
174,Minerva,Percussions,Granular percussions,3.5,https://plugins4free.com/get_plug/tb_minerva_1_1.zip,2.6,Windows x86
166,RoboDrum,Drumsynths,4 voice drum synth,3.25,https://plugins4free.com/get_plug/Robodrum.zip,1.2,Windows x86
160,Drumatic 3,Drumsynths,7 voice drum synth,4.081,https://plugins4free.com/get_plug/drumatic_3_02.zip,1.5,Windows x86
169,Zapkit,Drumsynths,6 voice drum synth,3.556,https://plugins4free.com/get_plug/ZapKit.zip,1.9,Windows x86
161,Carillon,Percussions,Bell and chimes,3.406,https://plugins4free.com/get_plug/tb_carillon_1_1.zip,null,Windows x86
163,ErsDrums,Drumsynths,10 voice drum synth,4.263,https://plugins4free.com/get_plug/ersdrums_1_2.zip,0.4,Windows x86
185,DmiFlute,Brass/Wind,Flute,2.314,https://plugins4free.com/get_plug/dmiflute1.zip,0.2,Windows x86
170,Wollo Beat,Drumkits,Acoustic / electro drums,2.571,https://plugins4free.com/get_plug/WOLLO_BEAT_2.zip,4.6,Windows x86
173,Optik,Drumsynths,7 voice drum synth,4,https://plugins4free.com/get_plug/Optik_v1.3.1.zip,0.9,Windows x86
164,DR Fusion,Drumkits,Waves / synth drum kit,3.927,https://plugins4free.com/get_plug/DRF2.zip,21.9,Windows x86
167,Rhythms SA Pack,Single_drums,Drum synth modules,3.429,https://plugins4free.com/get_plug/rhythms SA PAck.zip,3.9,Windows x86
186,null,Brass/Wind,null,3.834,https://plugins4free.com/get_plug/DSK-Brass.zip,34.2,Windows x86
175,JM-1,Drum_machines,Linn Drum style,3.923,https://plugins4free.com/get_plug/JM-1 Installer.exe,1.6,Windows x86
168,Rhythms,Drumsynths,9 voice drum synth,3.8,https://plugins4free.com/get_plug/Rhythmsv3.6.zip,1.5,Windows x86
183,Expodrum,Percussions,Percussion,3.65,https://plugins4free.com/get_plug/expodrum1.zip,0.9,Windows x86
181,Takim,Percussions,Percussion,4.318,https://plugins4free.com/get_plug/Takim.zip,1.6,Windows x86
194,Richman,Hybrid/Other,Plucked strings synth,4.676,https://plugins4free.com/get_plug/richman2.zip,1.6,Windows x86
182,Papaya,Percussions,Steel drums,2.333,https://plugins4free.com/get_plug/tb_papaya_1_1.zip,null,Windows x86
192,DVS Guitar,Guitar/Bass,Guitar,3.643,https://plugins4free.com/get_plug/dvs_guitar.zip,1.5,Windows x86
184,Dub Siren,Misc.,Siren,3.724,https://plugins4free.com/get_plug/dubsiren1_3.zip,1.1,Windows x86
176,Freqatic,Drumsynths,FM drum synth,3.444,https://plugins4free.com/get_plug/freqatic04.zip,0.6,Windows x86
191,Bassline,Guitar/Bass,WaveSample Bass,3.742,https://plugins4free.com/get_plug/bassline_1-3.zip,0.9,Windows x86
178,dmiHammer,Percussions,Chromatic percussion,3.385,https://plugins4free.com/get_plug/dmiHammer.zip,0.2,Windows x86
180,Utopia,Percussions,Percussion,3.333,https://plugins4free.com/get_plug/utopia.zip,0.9,Windows x86
196,String Theory,Hybrid/Other,Plucked string,3.844,https://plugins4free.com/get_plug/string_theory_1.5.zip,9.9,Windows x86
177,FreeDrum,Drumsynths,7 voice drum synth,3.75,https://plugins4free.com/get_plug/GTG_FreeDrum.ZIP,0.8,Windows x86
190,4Front Bass,Guitar/Bass,Bass,3.624,https://plugins4free.com/get_plug/4Front_Bass_x64.zip,4.5,Windows x64
171,SD 2100,Drum_machines,Emu SP 1200 emulation,3.947,https://plugins4free.com/get_plug/SD2100.zip,2.4,Windows x86
179,Saros,Percussions,Percussion,3.429,https://plugins4free.com/get_plug/saros1.zip,1.6,Windows x86
198,Cellofan,Piano/Strings,Cello,4.11,https://plugins4free.com/get_plug/Cellofan.zip,1.3,Windows x86
189,Saxi Player,Brass/Wind,Saxophone,null,https://plugins4free.com/get_plug/SaxiPlayer.zip,50.7,Windows x86
187,DVS Saxophone,Brass/Wind,Saxophone,4.247,https://plugins4free.com/get_plug/dvs_saxophone.zip,1.2,Windows x86
199,FTM String,Piano/Strings,String instruments,3.581,https://plugins4free.com/get_plug/FTM_String.dll,1.4,Windows x86
188,IxoxFlute,Brass/Wind,Flute,4.033,https://plugins4free.com/get_plug/IxoxFlute_v0.2.zip,17.4,Windows x86
193,Raspier,Guitar/Bass,Bass,3.586,https://plugins4free.com/get_plug/raspier.zip,1.3,Windows x86
197,String Thing,Guitar/Bass,Plucked string,3.867,https://plugins4free.com/get_plug/StringThing2.zip,1.5,Windows x86
208,Revos,Loop/Scratch,Step mod sampler,3,https://plugins4free.com/get_plug/revos.zip,null,Windows x86
212,TurntablistPro,Loop/Scratch,Scratcher,2.8,https://plugins4free.com/get_plug/TurntablistPro104_Win.zip,0.4,Windows x86
207,Mixed Reaction!,Loop/Scratch,Wav player,3.9,https://plugins4free.com/get_plug/MixedReaction!10.zip,5.4,Windows x86
210,Stutterer,Loop/Scratch,Sample slicer,3.357,https://plugins4free.com/get_plug/Stutterer.zip,0.5,Windows x86
202,Pling4,Guitar/Bass,Plucked string,4.125,https://plugins4free.com/get_plug/pling4.zip,2.2,Windows x86
221,Sam!Solo,SF2/Wav,Sampler,null,https://plugins4free.com/get_plug/Sam!Solo11.zip,2.3,Windows x86
204,Prova,Piano/Strings,Piano,3.977,https://plugins4free.com/get_plug/Prova.zip,18.5,Windows x86
203,Preparation P,Piano/Strings,Piano,3.5,https://plugins4free.com/get_plug/PreparationP.zip,29,Windows x86
200,Jazz Baby,Piano/Strings,Piano,4.081,https://plugins4free.com/get_plug/Jazz Baby.zip,6.7,Windows x86
214,Cyber,SF2/Wav,Sampler,3.294,https://plugins4free.com/get_plug/CyberFREE.zip,0.2,Windows x86
211,Sxratch,Loop/Scratch,Scratcher,3.577,https://plugins4free.com/get_plug/sxratch_2.zip,2.7,Windows x86
213,xTal,Loop/Scratch,Beat matching sampler,2.125,https://plugins4free.com/get_plug/xtal009.zip,0.3,Windows x86
219,Sfplay,SF2/Wav,Sampler,3.889,https://plugins4free.com/get_plug/sfplay3.zip,0.7,Windows x86
228,Sunra,Ambient,Texture generator,3.364,https://plugins4free.com/get_plug/sun_ra_v104.zip,6.1,Windows x86
223,Gargoyle,Ambient,Ambient synth,3.769,https://plugins4free.com/get_plug/gargoyle.zip,0.9,Windows x86
216,Paax,SF2/Wav,Sampler,3.889,https://plugins4free.com/get_plug/p2_app.zip,0.2,Windows x86
209,Scrubber,SF2/Wav,Timestretching sampler,3.455,https://plugins4free.com/get_plug/Scrubber.zip,0.3,Windows x86
227,Vurtbox,Ambient,Ambient synth,4.182,https://plugins4free.com/get_plug/vurtbox.zip,1.7,Windows x86
224,Motion,Ambient,Ambient synth,null,https://plugins4free.com/get_plug/motion28.zip,1.5,Windows x86
206,H4xx0r,Loop/Scratch,Beatslicer,3.857,https://plugins4free.com/get_plug/arcDev.H4xx0r.v1.1.exe,1.2,Windows x86
220,Sampliz,SF2/Wav,Sampler,3.714,https://plugins4free.com/get_plug/jagosampliz.zip,null,Windows x86
226,STS-26,Ambient,Wave transition synth,4.607,https://plugins4free.com/get_plug/STS-26Pro.zip,16.9,Windows x86
218,Sam!,SF2/Wav,Sampler,null,https://plugins4free.com/get_plug/Sam!13.zip,3,Windows x86
233,Invader,Ambient,FX synth,null,https://plugins4free.com/get_plug/invader.zip,0.8,Windows x86
236,K1,Analog,Analog synth,4.211,https://plugins4free.com/get_plug/GTG_K 1.3.zip,0.8,Windows x86
235,JX220,Analog,Analog synth,3.909,https://plugins4free.com/get_plug/JX220.exe,0.4,Windows x86
237,Kronos,Analog,Analog synth,3.5,https://plugins4free.com/get_plug/Kronos.zip,0.9,Windows x86
229,Texture,Ambient,Texture synth,4.55,https://plugins4free.com/get_plug/Texture1.2.zip,1.4,Windows x86
231,Artemis,Analog,Analog synth,4.053,https://plugins4free.com/get_plug/Artemis.zip,1.9,Windows x86
239,Mainliner,Analog,Analog synth,4.267,https://plugins4free.com/get_plug/arcDev_Mainliner.zip,1.1,Windows x86
240,NK 1001,Monophonic,Analog synth,4.462,https://plugins4free.com/get_plug/NK_1001_Synth.ZIP,0.8,Windows x86
222,Cosmogirl,Ambient,Ambient synth,3.739,https://plugins4free.com/get_plug/cosmogirl2_v11.zip,1.2,Windows x86
230,Arpy,Seq/Arp,Analog synth,3.231,https://plugins4free.com/get_plug/Arpy.zip,null,Windows x86
234,JP 7A,Analog,Analog synth,3.105,https://plugins4free.com/get_plug/GTG JP_7AK.ZIP,0.8,Windows x86
238,Kwop 7,Analog,Analog synth,3.963,https://plugins4free.com/get_plug/GTG_kwop7_update.ZIP,0.8,Windows x86
217,Sfz,SF2/Wav,Sampler,4.176,https://plugins4free.com/get_plug/sfz.zip,1.1,Windows x86
243,Rhythm,Monophonic,Analog synth,3.529,https://plugins4free.com/get_plug/Rhythm-2.zip,1.3,Windows x86
245,Synth1,Analog,Analog synth,4.691,https://plugins4free.com/get_plug/Synth1-113beta_x64.zip,null,Windows x64
244,Superwave p8,Analog,Analog synth,4.566,https://plugins4free.com/get_plug/superwave_p8_x64.zip,2.9,Windows x64
250,Ganymed,FM,FM synth,null,https://plugins4free.com/get_plug/ganymed.zip,2.1,Windows x86
263,Foorius,Modular,Modular synth,3.636,https://plugins4free.com/get_plug/foorius.exe,2.9,Windows x86
252,Phobos,FM,FM synth,2.667,https://plugins4free.com/get_plug/Phobos 2.zip,0.9,Windows x86
242,Polyvoks,Analog,Analog synth,4.143,https://plugins4free.com/get_plug/PolyvoksStation2_2.zip,2.6,Windows x86
249,FMera,FM,FM synth,3.941,https://plugins4free.com/get_plug/WOLLO FMERA 2.zip,3,Windows x86
241,PolyIblit,Analog,Analog synth,4.167,https://plugins4free.com/get_plug/polyiblit_1_1_3_2.zip,0.5,Windows x86
225,XXX,Hybrid/Other,Experimental synth,3.778,https://plugins4free.com/get_plug/DSK_XXX.zip,0.9,Windows x86
232,Impulse,Analog,Analog synth,4.692,https://plugins4free.com/get_plug/Impulse.exe,null,Windows x86
248,Eclipse,FM,FM synth,3.6,https://plugins4free.com/get_plug/Eclipse2.zip,null,Windows x86
246,Sinthecyza!,FM,FM synth,2.857,https://plugins4free.com/get_plug/Sinthecyza!15.zip,1.6,Windows x86
201,null,Piano/Strings,null,3.92,https://plugins4free.com/get_plug/mda_piano.exe,1.1,Windows x86
273,Mr Ray,Keyboards,Electric piano,3.725,https://plugins4free.com/get_plug/MrRay.zip,null,Windows x86
247,Acquitxx11,FM,FM synth,3.417,https://plugins4free.com/get_plug/acquitxx11.zip,1.2,Windows x86
260,YMVST,null,null,null,https://plugins4free.com/get_plug/ymvst.zip,0.7,Windows x86
256,SE64,null,null,3.75,https://plugins4free.com/get_plug/se64.zip,null,Windows x86
266,Orz,Modular,Modular synth,2.727,https://plugins4free.com/get_plug/orz0dot1dot2.zip,0.5,Windows x86
253,Bitboy,null,null,3.048,https://plugins4free.com/get_plug/BITBOY.ZIP,null,Windows x86
261,CPS,Modular,Modular synth,3,https://plugins4free.com/get_plug/CPS1.50_01.exe,4.1,Windows x86
262,Crystal,Modular,Modular synth,4.027,https://plugins4free.com/get_plug/Crystal_Win64.zip,null,Windows x64
259,Casio VL1,null,null,3.895,https://plugins4free.com/get_plug/VL1_V1010.ZIP,0.3,Windows x86
254,Proto PSG,null,null,4.45,https://plugins4free.com/get_plug/protopsg005.zip,0.2,Windows x86
279,Organ One,Organs,Organ,3.917,https://plugins4free.com/get_plug/OrganOne.exe,0.8,Windows x86
280,Micro Organ,Organs,Organ,null,https://plugins4free.com/get_plug/MicroOrgan_MKII_update.ZIP,0.8,Windows x86
265,Kobe,Modular,Modular synth,3.4,https://plugins4free.com/get_plug/kobe.zip,0.9,Windows x86
278,B3x,Organs,Organ,3.571,https://plugins4free.com/get_plug/DSK-B3x.zip,4.1,Windows x86
277,AZR-3,Organs,Organ,3.964,https://plugins4free.com/get_plug/AZR3_x64.zip,0.7,Windows x64
269,4Front Rhode,Keyboards,Electric piano,3.524,https://plugins4free.com/get_plug/4Front_Rhode_x64.zip,1.8,Windows x64
270,Elektrik Keys,Keyboards,Electric piano,3.884,https://plugins4free.com/get_plug/DSK-Elektrik-Keyz.zip,5.1,Windows x86
258,Unknown64,null,null,4.125,https://plugins4free.com/get_plug/unk64111.zip,1.9,Windows x86
257,Toad,null,null,3.667,https://plugins4free.com/get_plug/tb_toad_1_2.zip,1.8,Windows x86
272,ePiano,Keyboards,Electric piano,4,https://plugins4free.com/get_plug/mda_epiano.zip,null,Windows x86
271,LazySnake,Keyboards,Electric piano,4.032,https://plugins4free.com/get_plug/LazySnake_1_0_3.zip,0.4,Windows x86
251,Lizard,FM,FM synth,4.375,https://plugins4free.com/get_plug/Lizard.zip,0.7,Windows x86
276,Ticky Clav,Keyboards,Electric piano,4.167,https://plugins4free.com/get_plug/TickyClav11.zip,0.2,Windows x86
281,Morphiza,Organs,Transistor organ,4.5,https://plugins4free.com/get_plug/Morphiza.zip,0.9,Windows x86
296,Baglama+,Folk/Ethnic,null,3.513,https://plugins4free.com/get_plug/Baglama.zip,1.1,Windows x86
282,Oddly Organ,Organs,Organ,4.571,https://plugins4free.com/get_plug/OddlyOgran.zip,null,Windows x86
299,null,Folk/Ethnic,null,3.368,https://plugins4free.com/get_plug/Kanun.zip,0.9,Windows x86
297,null,Folk/Ethnic,Oriental strings,3.736,https://plugins4free.com/get_plug/Kaman.zip,2.3,Windows x86
290,String Sculptor 2,Strings,String synth,3.6,https://plugins4free.com/get_plug/StringSculptor2.zip,4.3,Windows x86
298,null,Folk/Ethnic,null,3.453,https://plugins4free.com/get_plug/Zourna.zip,1.1,Windows x86
291,Stringer,Strings,String synth,3.667,https://plugins4free.com/get_plug/STRINGER 1.2.zip,35,Windows x86
286,Crazy Diamonds,Strings,String synth,4.114,https://plugins4free.com/get_plug/CrazyDiamonds.zip,0.3,Windows x86
292,StringSynth,Strings,String synth,4.234,https://plugins4free.com/get_plug/StringSynth.zip,0.8,Windows x86
295,null,Folk/Ethnic,Sitar,4.098,https://plugins4free.com/get_plug/Syntar.zip,1.3,Windows x86
287,MellowSound,Strings,String synth,3.889,https://plugins4free.com/get_plug/mellowsound.zip,6.8,Windows x86
288,Nanotron,Strings,String synth,3.727,https://plugins4free.com/get_plug/nanotron2.zip,18,Windows x86
294,null,Synthesizers,Soviet synth emulation,3.783,https://plugins4free.com/get_plug/Alice-1377.zip,1.1,Windows x86
285,Cheeze Machine,Strings,String synth,3.618,https://plugins4free.com/get_plug/CheezeMachine1.3.2.zip,0.3,Windows x86
283,ORGANized Trio,Organs,Organ,3.929,https://plugins4free.com/get_plug/ORGANized_trio_v31.zip,1.8,Windows x86
289,Orch Strings,Strings,String synth,3.933,https://plugins4free.com/get_plug/Orch Strings.zip,1.1,Windows x86
284,Phibes,Organs,Organ,3.643,https://plugins4free.com/get_plug/phibes_v10.zip,0.7,Windows x86
293,Shaker Maker,Percussions,Shaker,3.5,https://plugins4free.com/get_plug/shaker_maker.zip,1.1,Windows x86
305,null,SF2/Wav,Soundfont player,3.333,https://plugins4free.com/get_plug/InterContinental.zip,3.2,Windows x86
300,null,Folk/Ethnic,null,3.607,https://plugins4free.com/get_plug/Nay.zip,0.9,Windows x86
301,null,Folk/Ethnic,null,3.5,https://plugins4free.com/get_plug/Oud.zip,0.9,Windows x86
307,Safwan Soundfont Player,SF2/Wav,Soundfont player,3.867,https://plugins4free.com/get_plug/SFP.zip,0.7,Windows x86
303,null,Folk/Ethnic,Oriental organ,2.824,https://plugins4free.com/get_plug/Organic.zip,0.9,Windows x86
313,Voc-one,Misc.,Choirs synth,3.692,https://plugins4free.com/get_plug/voc-one.zip,1.5,Windows x86
306,null,Organs,Organ,3.4,https://plugins4free.com/get_plug/Fantasi.zip,1.4,Windows x86
311,The Shepherd,Misc.,Whistling synth,3.887,https://plugins4free.com/get_plug/Shepherd.zip,0.9,Windows x86
316,Surface,Percussions,Percussion,4.25,https://plugins4free.com/get_plug/surface.zip,1.4,Windows x86
310,Clavia Lab,Keyboards,Electric piano,3.75,https://plugins4free.com/get_plug/ClaviaLab.zip,2.2,Windows x86
312,Super Spook Keys,Misc.,Theremin emulation,4.136,https://plugins4free.com/get_plug/SuperSpookKeys.zip,1.4,Windows x86
308,Mini Erhu,Folk/Ethnic,Chinese erhu,4.254,https://plugins4free.com/get_plug/Mini_ErHu.zip,21.1,Windows x86
302,null,Folk/Ethnic,null,4.014,https://plugins4free.com/get_plug/Accord.zip,1.4,Windows x86
319,Rain,Misc.,Rain emulation,3.667,https://plugins4free.com/get_plug/rain.zip,1.2,Windows x86
314,Snare,Single_drums,Snare drum,2.625,https://plugins4free.com/get_plug/snare.zip,0.9,Windows x86
304,null,Piano/Strings,String section,3.952,https://plugins4free.com/get_plug/Matnitron.zip,33.9,Windows x86
309,Mini DiZi,Folk/Ethnic,Chinese flute,4.384,https://plugins4free.com/get_plug/Mini_DiZi.zip,17,Windows x86
320,Thunder,Misc.,Thunder emulation,4.182,https://plugins4free.com/get_plug/thunder.zip,1.3,Windows x86
317,Boing2,Piano/Strings,Bowed string,2.913,https://plugins4free.com/get_plug/boing2.zip,1.9,Windows x86
324,null,Wavetable,Wavetable synth,3.978,https://plugins4free.com/get_plug/INTRO.zip,2,Windows x86
318,Wind,Misc.,Wind emulation,3.789,https://plugins4free.com/get_plug/wind.zip,1.1,Windows x86
325,Syncoder,Wavetable,Wavetable synth / vocoder,3.083,https://plugins4free.com/get_plug/syncoder32-2.zip,null,Windows x86
322,null,Analog,Analog synth,3.706,https://plugins4free.com/get_plug/SubsTractor.zip,null,Windows x86
336,Analog Matrix,Modular,Modular synth,3.556,https://plugins4free.com/get_plug/DSK_Analog_Matrix.zip,1.1,Windows x86
321,Synsect,Misc.,Insect  emulation,null,https://plugins4free.com/get_plug/synsect.zip,1.3,Windows x86
326,NoteGraphica,Wavetable,Wavedrawable oscillators,4.167,https://plugins4free.com/get_plug/notegraphica111.zip,1.1,Windows x86
342,OranZe,Wavetable,Wavetable synth,4.095,https://plugins4free.com/get_plug/DSK_OranZe.zip,1.5,Windows x86
348,SixSenZe,Hybrid/Other,Multi osc synth,4,https://plugins4free.com/get_plug/DSK_SixSenZe.zip,1.1,Windows x86
328,Steam,Wavetable,Wavetable synth,3.25,https://plugins4free.com/get_plug/steam.zip,null,Windows x86
329,Alieno,Ambient,Hybrid ambient synth,4.385,https://plugins4free.com/get_plug/acrobatics_alieno_202.zip,17.2,Windows x86
323,Estradion,Monophonic,Analog synth,2.75,https://plugins4free.com/get_plug/Estradion-230.zip,1.2,Windows x86
350,Odisea,Analog,Analog synth,3.5,https://plugins4free.com/get_plug/DSK_Odisea.zip,4,Windows x86
332,Dynamite cowbell,Percussions,Cowbells,3.667,https://plugins4free.com/get_plug/dynamite-cowbell.zip,5.2,Windows x86
331,Pulsation Lite,Analog,Analog synth,2.556,https://plugins4free.com/get_plug/pulsation_lite_v100.zip,1.4,Windows x86
343,Darkness Theory 3,Ambient,Ambient synth,4.297,https://plugins4free.com/get_plug/DSK_Darkness_Theory.zip,4.5,Windows x86
353,null,Folk/Ethnic,null,3.419,https://plugins4free.com/get_plug/DSK_Harmonica.zip,2.5,Windows x86
335,AkoustiK GuitarZ,Guitar/Bass,Acoustic guitar,3.654,https://plugins4free.com/get_plug/DSK_AkoustiK_GuitarZ.zip,3.1,Windows x86
344,Asian DreamZ,Folk/Ethnic,Asian instruments,4.015,https://plugins4free.com/get_plug/DSK_Asian_DreamZ_64bits.zip,14.7,Windows x64
346,AkoustiK KeyZ,Piano/Strings,Piano,3.69,https://plugins4free.com/get_plug/DSK_AkoustiK_KeyZ.zip,16.2,Windows x86
339,Virtuoso,orchestral,Orchestral instruments,3.713,https://plugins4free.com/get_plug/DSK_Virtuoso.zip,46,Windows x86
341,DrumZ AkoustiK,Drumkits,Acoustic drums,3.6,https://plugins4free.com/get_plug/DSK_DrumZ_AkoustiK.zip,8.1,Windows x86
352,PleyadeS,Analog,Analog synth,4.25,https://plugins4free.com/get_plug/DSK_PleyadeS.zip,4.1,Windows x86
333,SaxophoneZ,Brass/Wind,Saxophone,3.714,https://plugins4free.com/get_plug/DSK_SaxophoneZ.zip,13.4,Windows x86
334,BassZ,Guitar/Bass,Bass,3.638,https://plugins4free.com/get_plug/DSK_BassZ.zip,4.7,Windows x86
338,Ethereal Padz,Ambient,Pad synth,4.4,https://plugins4free.com/get_plug/DSK_Ethereal_PadZ_2.zip,84.2,Windows x86
356,DreamZ,Ambient,Experimental synth,3.8,https://plugins4free.com/get_plug/DSK_DreamZ.zip,0.9,Windows x86
349,mini DrumZ,Drumkits,Electro drums rompler,4.111,https://plugins4free.com/get_plug/DSK_mini_DrumZ.zip,12.2,Windows x86
337,Indian DreamZ,Folk/Ethnic,Indian instruments,4.06,https://plugins4free.com/get_plug/DSK_Indian_DreamZ.zip,12.6,Windows x86
345,DrumZ BeatVoiZe,Percussions,Beatbox kit,3.756,https://plugins4free.com/get_plug/DSK_DrumZ_BeatVoiZe.zip,6.6,Windows x86
351,ThoR,Analog,Analog synth,1.444,https://plugins4free.com/get_plug/DSK_ThoR.zip,4.2,Windows x86
362,null,FM,FM synth,4.25,https://plugins4free.com/get_plug/Future.exe,1.5,Windows x86
340,Chaos Theory,Analog,Analog synth,4.1,https://plugins4free.com/get_plug/DSK_Chaos_Theory.zip,1.2,Windows x86
327,null,Wavetable,Wavetable synth,4.785,https://plugins4free.com/get_plug/SQ8L-v0.91b.zip,0.6,Windows x86
354,KaoS,Analog,Analog synth,3.75,https://plugins4free.com/get_plug/DSK_KaoS_beta.zip,1.1,Windows x86
355,null,Piano/Strings,null,3.864,https://plugins4free.com/get_plug/DSK_Strings.zip,31,Windows x86
360,Strat-A-Various,Guitar/Bass,Electric guitar,3.605,https://plugins4free.com/get_plug/StrataVar.zip,1.6,Windows x86
357,null,Drumkits,Acoustic drum set,3.85,https://plugins4free.com/get_plug/SuperDrumFX.zip,18.3,Windows x86
358,null,Lo-fi,Casio drum kit,3.222,https://plugins4free.com/get_plug/SKdrummer.zip,0.9,Windows x86
361,null,SF2/Wav,Wav player,3.615,https://plugins4free.com/get_plug/Osiris-XT.zip,2.3,Windows x86
359,null,Piano/Strings,Piano,3.196,https://plugins4free.com/get_plug/flygel.zip,8.8,Windows x86
366,Stringy Stringazoide Stringer,Piano/Strings,Kind of harp ...,3.15,https://plugins4free.com/get_plug/stringy_stringazoide_stringer.zip,8.8,Windows x86
367,Sophia,Ambient,Ambient synth,4.375,https://plugins4free.com/get_plug/Sophia.zip,5.8,Windows x86
368,SuperRiff Bass,Guitar/Bass,Bass guitar,3.425,https://plugins4free.com/get_plug/srb.zip,13.1,Windows x86
370,Creakbox,Seq/Arp,Groove box,3.533,https://plugins4free.com/get_plug/CreakboxDemo101_Win.zip,0.7,Windows x86
379,Tromine Z,Drum_machines,Roland TR-909 emulation,4.188,https://plugins4free.com/get_plug/trominez_v14.zip,1.8,Windows x86
376,DGenR8,Drum_machines,TR-909 style,2.909,https://plugins4free.com/get_plug/ES-DGenR8.zip,0.3,Windows x86
391,OC-10,Wavetable,Waveform memory synth,3.667,https://plugins4free.com/get_plug/oc10_v0135.zip,0.7,Windows x86
388,Xchanter,Misc.,Vocal synth,2.909,https://plugins4free.com/get_plug/xchanter.zip,0.6,Windows x86
383,Voyager,Wavetable,Wavetable synth,4.077,https://plugins4free.com/get_plug/voyager1_1.zip,0.5,Windows x86
372,null,Lo-fi,Vocal synth,2.75,https://plugins4free.com/get_plug/SK-crooner.zip,1.1,Windows x86
393,Rticul8R,Analog,Analog synth,3.5,https://plugins4free.com/get_plug/rticul8r.zip,1.1,Windows x86
397,Chimera,Hybrid/Other,Experimental synth,4.459,https://plugins4free.com/get_plug/chimera-v1.0.zip,2.4,Windows x86
347,DrumZ MachineZ,Drumkits,Electro drum kits,4.037,https://plugins4free.com/get_plug/DSK_DrumZ_Series_MachineZ.zip,17.6,Windows x86
382,CVPiano,Piano/Strings,Kawai Grand Piano,3.766,https://plugins4free.com/get_plug/CVPiano.zip,156,Windows x86
381,easy-drum X8,Groove/seq,16 step sequencer drums,3.933,https://plugins4free.com/get_plug/easy-drum-X8-SE.zip,1.7,Windows x86
396,DigiDrum Pro,Drumkits,Drum kit,3.602,https://plugins4free.com/get_plug/digidrumpro.zip,3.5,Windows x86
369,null,Loop/Scratch,Random sample player,null,https://plugins4free.com/get_plug/manic.zip,18.8,Windows x86
385,DPC 3,Drumkits,Drum kit sampler,3.384,https://plugins4free.com/get_plug/GTG_DPC_3.zip,1.4,Windows x86
374,Topaz Clav1,Keyboards,Clavinet,4.074,https://plugins4free.com/get_plug/Clav_1.zip,6.5,Windows x86
377,Cubix,Groove/seq,X-Fade sequencer drums,4.31,https://plugins4free.com/get_plug/Cubix.zip,7.8,Windows x86
387,Synthestra,Monophonic,Monophonic synth,3.8,https://plugins4free.com/get_plug/synthestra_v1.zip,1.5,Windows x86
394,null,Single_drums,Drum synth modules,3.826,https://plugins4free.com/get_plug/XXDrummodules.zip,6.7,Windows x86
371,DRAKQS,Analog,Analog synth,3.875,https://plugins4free.com/get_plug/Drakqs_1.1.1.zip,0.5,Windows x86
399,null,Analog,2 osc  analog synth,4.122,https://plugins4free.com/get_plug/Abakos_2.zip,1.1,Windows x86
398,44 S,Synthesizers,Analog synth,4.35,https://plugins4free.com/get_plug/GTG_44.zip,0.8,Windows x86
386,easy-kick 01,Single_drums,Kick drum,3.185,https://plugins4free.com/get_plug/easy-kick-o1.zip,1.5,Windows x86
380,Minimal,Groove/seq,Groovebox,4.059,https://plugins4free.com/get_plug/Minimal.zip,1.2,Windows x86
378,null,Single_drums,Sub bass drum synth,4.188,https://plugins4free.com/get_plug/subatomic.zip,0.9,Windows x86
392,Silkworm,Seq/Arp,Supersaw synth,3.85,https://plugins4free.com/get_plug/Silkworm.zip,null,Windows x86
389,S3K,Seq/Arp,Monophonic synth,4.8,https://plugins4free.com/get_plug/s3k-free.zip,2.2,Windows x86
384,Adonis,FM,FM synth,4.128,https://plugins4free.com/get_plug/Adonis2.zip,4.5,Windows x86
403,ABS3,Loop/Scratch,Loop  slicer,3.279,https://plugins4free.com/get_plug/ABS_3.0beta91.zip,0.5,Windows x86
416,Darbukator Lite,Folk/Ethnic,Darbuka,3.594,https://plugins4free.com/get_plug/dabukator.zip,20.9,Windows x86
414,null,Synthesizers,Crumar emulation,3.731,https://plugins4free.com/get_plug/easy-crumar.zip,20.9,Windows x86
419,vintage bass o1,Synthesizers,Vintage bass synth,3.872,https://plugins4free.com/get_plug/vintage-bass.zip,3.1,Windows x86
407,Alien Artifact,Ambient,Ambient synth,3.667,https://plugins4free.com/get_plug/HERCsAlienArtifact.zip,0.4,Windows x86
409,null,Synthesizers,Modular monosynth,4.082,https://plugins4free.com/get_plug/Arppe2600va.zip,1.6,Windows x86
428,SubDuer,Analog,Subtractive synth,4.2,https://plugins4free.com/get_plug/subduer-b6.zip,2.3,Windows x86
420,DS 7,Drumsynths,7 voice drum synth,3.563,https://plugins4free.com/get_plug/DS_7.zip,0.8,Windows x86
402,101drums,Drumsynths,10 voice drum synth,3.245,https://plugins4free.com/get_plug/101Drm.zip,0.8,Windows x86
